CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
810305,Mestre de produção farmacêutica,"Supervisor de embalagem (produção farmacêutica), Supervisor de fabricação (produção farmacêutica), Supervisor de processamento (produção farmacêutica), Supervisor de produção de líquidos (produção farmacêutica), Supervisor de produção de semi-sólidos (produção farmacêutica), Supervisor de produção de sólidos (produção farmacêutica), Supervisor de produção (produção farmacêutica)","Packaging Supervisor (pharmaceutical production), manufacturing supervisor (pharmaceutical production), processing supervisor (pharmaceutical production), liquid production supervisor (pharmaceutical production), semi-solid production supervisor (pharmaceutical production), production supervisor of productionSolidos (pharmaceutical production), production supervisor (pharmaceutical production)"
811005,Operador de processos químicos e petroquímicos,"Mantenedor operacional de processos químicos e petroquímicos, Técnico de operação em processos químicos e petroquímicos, Técnico de processo petroquímico (operador de equipamentos)","Operational maintenance of chemical and petrochemical processes, operation technician in chemical and petrochemical processes, petrochemical process technician (equipment operator)"
811010,"Operador de sala de controle de instalações químicas, petroquímicas e afins","Operador industrial nas instalações químicas, petroquímicas e afins","Industrial operator in the chemical, petrochemical and the like"
811105,Moleiro (tratamentos químicos e afins),Operador de moinho (tratamentos químicos e afins),Mill operator (chemical and related treatments)
811110,Operador de máquina misturadeira (tratamentos químicos e afins),"Operador de estação de mistura (tratamentos químicos e afins), Operador de mistura (tratamentos químicos e afins)","Mixture station operator (chemical and related treatments), mixture operator (chemical and related treatments)"
811115,Operador de britadeira (tratamentos químicos e afins),"Operador de central de britagem (tratamentos químicos e afins), Operador de máquina trituradora (tratamentos químicos e afins)","Central Central Operator (Chemical and Related Treatments), Crusher Machine Operator (Chemical Treatments and the like)"
811120,Operador de concentração,,"the JSON object must be str, bytes or bytearray, not NoneType"
811125,Trabalhador da fabricação de resinas e vernizes,"Operador de fabricação de tintas e vernizes, Operador de reatores (fabricação de vernizes e resinas)","Paint and varnishes manufacturing operator, reactive operator (Manufacturing of Varnishes and Resins)"
811130,Trabalhador de fabricação de tintas,"Misturador de tintas, Operador de fabricação de tintas","Paint mixer, paint manufacturing operator"
811205,Operador de calcinação (tratamento químico e afins),"Calcinador, Operador de forno de calcinação, Operador de forno termoelétrico para elétrodos de grafite, Operador de sistema de calcinação","Calcator, calcination oven operator, thermoelectric oven operator for graphite electrodes, calcination system operator"
811215,Operador de tratamento químico de materiais radioativos,,"the JSON object must be str, bytes or bytearray, not NoneType"
811305,Operador de centrifugadora (tratamentos químicos e afins),"Ajudante de operador de centrífugas, Centrifuguista, Operador de centrífuga (tratamentos químicos e afins), Operador de equipamentos de centrifugar, Operador de máquinas de centrifugar (tratamentos químicos e afins)","Centrifugal operator, centrifuger, centrifugal operator (chemical and related treatments), centrifugation equipment operator, centrifuge machine operator (chemical and related treatments)"
811310,Operador de exploração de petróleo,"Operador de equipamentos (exploração de petróleo), Operador de filtragem (exploração de petróleo), Operador de máquinas (exploração de petróleo), Operador de processos (exploração de petróleo)","Equipment operator (oil exploration), filtering operator (oil exploration), machine operator (oil exploration), process operator (oil exploration)"
811315,Operador de filtro de secagem (mineração),"Operador de equipamentos de secagem (mineração), Operador de filtragem (mineração)","Drying Equipment Operator (Mining), Filtering Operator (Mining)"
811320,Operador de filtro de tambor rotativo (tratamentos químicos e afins),"Operador de filtragem (filtro de tambor rotativo), Operador de filtro rotativo, Operador de máquina de filtro rotativo (tratamentos químicos), Operador de tambor rotativo","Filtering Operator (Rotary Drum Filter), Rotary Filter Operator, Rotary Filter Machine Operator (Chemical Treatments), Rotary Drum Operator"
811325,Operador de filtro-esteira (mineração),,"the JSON object must be str, bytes or bytearray, not NoneType"
811330,Operador de filtro-prensa (tratamentos químicos e afins),"Ajudante de filtrador (filtro-prensa), Filtrador de goma, Operador de equipamentos (filtro-prensa para tratamentos químicos), Operador de estação de filtragem (filtro-prensa), Operador de filtro-prensa","Filter Assistant (Prense Filter), Gum Filter, Equipment Operator (Prense Filter for Chemical Treatments), Filtering Station Operator (Pore Filter), Prense Filter Operator"
811335,Operador de filtros de parafina (tratamentos químicos e afins),"Operador de equipamentos de parafinar, Operador de filtragem de parafina, Parafinador, Parafineiro, Preparador de anéis de parafina","Parafinar equipment operator, paraffin filtering operator, paraffin, paraffini, paraffin rings trainer"
811405,Destilador de madeira,Alcatroeiro,Carrier
811410,Destilador de produtos químicos por batelada (exceto petróleo),"Destilador de glicerina, Destilador de produtos de perfumaria, Destilador de produtos químicos e afins, Destilador de resinas, Operador auxiliar de destilação, Operador de destilação (produtos químicos)","Glycerin distiller, perfumery products distiller, chemical and related distiller, resin distiller, distillation auxiliary operator, distillation operator (chemicals)"
811415,Operador de destilação de produtos químicos por processo contínuo (exceto petróleo),Destilador,Distiller
811420,"Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo)",Operador de reator (produtos químicos exceto petróleo),Reactor operator (chemicals except oil)
811425,Operador de equipamento de destilação de álcool,"Destilador de álcool, Operador de produção de álcool","Alcohol distiller, alcohol production operator"
811430,Operador de evaporador na destilação,Ajudante de evaporador na destilação,Evaporator assistant in distillation
811505,Operador de painel de controle (refinação de petróleo),"Operador de processo (petróleo), Operador de utilidades (petróleo), Operador industrial especializado (petróleo)","Process Operator (Oil), Utility Operator (Petroleum), Specialized Industrial Operator (Petroleum)"
811510,Operador de transferência e estocagem - na refinação do petróleo,"Bombeador (refinação de petróleo), Operador de bomba (refinação de petróleo), Operador de processamento (transferência e estocagem de petróleo)","Pumping (oil refining), pump operator (oil refining), processing operator (transference and oil storage)"
811605,Operador de britador de coque,,"the JSON object must be str, bytes or bytearray, not NoneType"
811610,Operador de carro de apagamento e coque,,"the JSON object must be str, bytes or bytearray, not NoneType"
811615,Operador de destilação e subprodutos de coque,"Ajudante de destilação de amônia, Operador de carboquímico, Operador de destilação de amônia, Operador de destilação de enxofre, Operador de tratamento de gás (coque), Operador de tratamento residual","Ammonia distillation assistant, carchical operator, ammonia distillation operator, sulfur distillation operator, gas treatment operator (coke), residual treatment operator"
811620,Operador de enfornamento e desenfornamento de coque,,"the JSON object must be str, bytes or bytearray, not NoneType"
811625,Operador de exaustor (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType"
811630,Operador de painel de controle (coqueificação),,"the JSON object must be str, bytes or bytearray, not NoneType"
811635,Operador de preservação e controle térmico,"Operador de controle de produção de carboquímico, Operador de controle térmico, Operador de preservação de área carboquímicos, Operador de tratamento de gás","Carbochemical Production Control Operator, Thermal Control Operator, Carbochemical Area Preservation Operator, Gas Treatment Operator"
811640,Operador de reator de coque de petróleo,,"the JSON object must be str, bytes or bytearray, not NoneType"
811645,Operador de refrigeração (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType"
811650,Operador de sistema de reversão (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType"
811705,Bamburista,Operador de bambury,Bambury operator
811710,Calandrista de borracha,Cilindrista de borracha,Rubber cylindrist
811715,Confeccionador de pneumáticos,"Confeccionador de câmaras de ar, Confeccionador de pneus, Modelador de pneumáticos","Air chamber clothing, tire making, tire modeler"
811725,Confeccionador de velas por imersão,,"the JSON object must be str, bytes or bytearray, not NoneType"
811735,Confeccionador de velas por moldagem,Moldador de parafinas,Paraffin
811745,Laminador de plástico,"Calandreiro de plástico, Cilindrista de plástico","Plastic calandreiro, plastic cylinder"
811750,Moldador de borracha por compressão,"Modador-prensista (borracha), Moldador de borracha, Moldador prensista (borracha), Prensista de borracha","Pentensist (rubber), rubber molder, pressing molder (eraser), rubber pipeline"
811760,Moldador de plástico por compressão,"Moldador de plástico, Prensista de plástico","Plastic molder, plastic press"
811770,Moldador de plástico por injeção,"Injetor de plástico, Operador de injetora de plástico","Plastic injector, plastic injector operator"
811775,Trefilador de borracha,"Extrusor de borracha, Operador de extrusora de borracha e plástico, Operador de trefila (borracha)","Rubber extrusor, rubber and plastic extruder operator, Trefila Operator (Rubber)"
811805,Operador de máquina de produtos farmacêuticos,,"the JSON object must be str, bytes or bytearray, not NoneType"
811810,Drageador (medicamentos),"Drageador, Drageador manipulador, Manipulador de seção de comprimidos e drágeas, Trabalhador de fabricação de comprimidos e drágeas","Drager, Handling Dragezer, Pills and Draga Section handler, tablets and Dragon manufacturing worker"
811815,Operador de máquina de fabricação de cosméticos,,"the JSON object must be str, bytes or bytearray, not NoneType"
811820,"Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros)",Fraldeiro,Ferral
812105,Pirotécnico,"Arrematador de fogos, Confeccionador de estalinho, Confeccionador de foguetes, Fabricador de baladas, Fabricador de fogos de artifício","Fireflakes, Cattle Making, Rocket Making, Ballad Manufacturer, Fireworking Manufacturer"
812110,Trabalhador da fabricação de munição e explosivos,,"the JSON object must be str, bytes or bytearray, not NoneType"
813105,Cilindrista (petroquímica e afins),,"the JSON object must be str, bytes or bytearray, not NoneType"
813110,"Operador de calandra (química, petroquímica e afins)","Operador industrial (química, petroquímica e afins)","Industrial Operator (Chemistry, Petrochemicals and the like)"
813115,"Operador de extrusora (química, petroquímica e afins)",Operador especializado de extrusora,Extruder Specialized Operator
813120,"Operador de processo (química, petroquímica e afins)",Operador de processo de golfragem,Golfage Process Operator
813125,"Operador de produção (química, petroquímica e afins)","Operador de manufaturado (química, petroquímica e afins), Operador de máquina de arame","Manufactured Operator (Chemistry, Petrochemical and the like), Wire Machine Operator"
